QualifiedName,Name,Complexity,Coupling,Size,Lack of Cohesion,CBO,RFC,SRFC,DIT,NOC,WMC,LOC,CMLOC,NOF,NOSF,NOM,NOSM,NORM,LCOM,LCAM,LTCC,ATFD,SI
com.serotonin.mango.web.dwr.beans.OpenV4JDataPointBean,OpenV4JDataPointBean,low,low,low,low,0,5,0,1,0,5,19,10,1,0,5,0,0,0,0,1,0,0
com.serotonin.mango.web.dwr.beans.OpenV4JProtocolBean,OpenV4JProtocolBean,low,low,low,low,0,2,0,1,0,2,13,4,0,0,2,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.util.AdminAjaxFilter,AdminAjaxFilter,low,low,low,low,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.util.LoggedInAjaxFilter,LoggedInAjaxFilter,low,low,low,low,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.dwr.util.LoggedInAjaxMethodFilter,LoggedInAjaxMethodFilter,low,low,low,low,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.email.MessageFormatDirective,MessageFormatDirective,low,low,low,low,0,1,0,1,0,1,28,2,1,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.email.UsedImagesDirective,UsedImagesDirective,low,low,low,low,0,1,0,1,0,1,15,2,1,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.filter.ExceptionDetectionFilter,ExceptionDetectionFilter,low,low,low,low,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.filter.HttpResponseHeaderFilter,HttpResponseHeaderFilter,low,low,low,low,0,1,0,1,0,1,12,1,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.filter.NormalLoggedInFilter,NormalLoggedInFilter,low-medium,low,low,low,1,1,0,2,0,1,4,3,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.filter.WebContextFilter,WebContextFilter,low,low,low,low,0,1,0,1,0,1,16,2,0,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.SimpleFormRedirectController,SimpleFormRedirectController,low,low,low,low,0,1,0,1,1,1,17,2,1,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.ControllerUtils,ControllerUtils,low,low,low,low,5,28,7,1,0,6,22,14,0,0,0,1,0,0,0,0,1,0
com.serotonin.mango.web.mvc.controller.DataPointDetailsController,DataPointDetailsController,low,low,low-medium,low,0,0,0,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.DataPointEditController,DataPointEditController,low,low,low-medium,low,0,0,0,1,0,0,106,0,0,4,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.DataSourceEditController,DataSourceEditController,low,low,low,low,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.DataSourceListController,DataSourceListController,low,low,low-medium,low,0,0,0,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.LogoutController,LogoutController,low,low,low,low,0,1,0,1,0,1,12,2,1,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.PublicViewController,PublicViewController,low,low,low,low,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.PublisherEditController,PublisherEditController,low,low,low,low,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.ReportChartController,ReportChartController,low,low,low,low,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.SqlController,SqlController,low,low,low-medium,low,0,1,0,1,0,1,53,2,1,0,1,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.ViewsController,ViewsController,low,low,low,low,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.WatchListController,WatchListController,low,low,low,low,0,0,0,1,1,0,39,0,0,2,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.controller.WebcamLiveFeedController,WebcamLiveFeedController,low,low,low,low,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.mvc.interceptor.CommonDataInterceptor,CommonDataInterceptor,low,low,low,low,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.AsyncImageChartServlet,AsyncImageChartServlet,low-medium,low,low-medium,low,2,0,0,2,0,0,122,0,2,1,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.BaseInfoServlet,BaseInfoServlet,low,low,low,low,0,0,0,1,4,0,9,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.ChartExportServlet,ChartExportServlet,low,low,low,low,0,0,0,1,0,0,39,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.ImageChartServlet,ImageChartServlet,low-medium,low,low-medium,low,0,7,6,2,0,5,107,11,2,2,1,0,0,0,0,0,1,0
com.serotonin.mango.web.servlet.ImageValueServlet,ImageValueServlet,low-medium,low,low,low,0,0,0,2,0,0,41,0,0,3,0,0,0,0,0,0,0,0
com.serotonin.mango.web.servlet.ReportChartServlet,ReportChartServlet,low-medium,low,low,low,0,0,0,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.MangoContextListener,MangoContextListener,medium-high,medium-high,low-medium,low,11,140,17,1,0,12,221,30,0,0,6,0,0,0,0.167,0,1,0
com.serotonin.mango.rt.dataImage.DataPointListener,DataPointListener,low,low,low,low,1,6,0,1,5,6,7,6,0,0,6,0,0,0,0.167,0,0,0
com.serotonin.mango.util.ChangeComparableObject,ChangeComparableObject,low,low,low,low,0,2,0,1,3,2,3,2,0,0,2,0,0,0,0.167,0,0,0
com.serotonin.mango.view.conversion.LinearConversion,LinearConversion,low,low,low,low,0,3,0,1,0,3,10,7,2,0,3,0,0,0,0.167,0,0,0
com.serotonin.mango.web.dwr.CompoundEventsDwr,CompoundEventsDwr,medium-high,medium-high,low-medium,low,14,111,25,2,0,10,65,36,0,0,3,0,0,0,0.167,0,2,0
com.serotonin.mango.web.dwr.ScheduledEventsDwr,ScheduledEventsDwr,low-medium,low-medium,low-medium,low,6,57,14,2,0,4,58,19,0,0,3,0,0,0,0.167,0,0,0
br.org.scadabr.rt.dataSource.dnp3.Dnp3IpDataSource,Dnp3IpDataSource,medium-high,low,low,low,1,4,2,4,0,2,12,10,1,0,2,0,0,0,0.25,0,1,0
br.org.scadabr.rt.dataSource.dnp3.Dnp3SerialDataSource,Dnp3SerialDataSource,medium-high,low,low,low,1,4,2,4,0,2,12,10,1,0,2,0,0,0,0.25,0,1,0
com.serotonin.mango.rt.dataSource.modbus.ModbusIpDataSource,ModbusIpDataSource,medium-high,low,low,low,2,6,4,4,0,3,18,16,1,0,2,0,0,0,0.25,0,1,0
com.serotonin.mango.rt.dataSource.snmp.Version1,Version1,low-medium,low,low,low,0,2,0,2,1,2,17,5,0,0,2,0,0,0,0.25,0,0,0
com.serotonin.mango.rt.dataSource.snmp.Version3,Version3,low-medium,low,low-medium,low,0,3,1,2,0,11,66,29,0,0,2,0,0,0,0.25,0,0,0
com.serotonin.mango.rt.dataSource.viconics.ViconicsPointLocatorRT,ViconicsPointLocatorRT,low-medium,low,low,low,1,3,1,2,0,2,7,5,1,0,2,0,0,0,0.25,0,1,0
com.serotonin.mango.util.DocumentationManifest,DocumentationManifest,low,low,low,low,4,9,7,1,0,6,16,14,1,0,2,0,0,0,0.25,0,1,0
com.serotonin.mango.view.custom.CustomViewComponent,CustomViewComponent,low,low,low,low,0,2,0,1,2,2,12,4,1,0,2,0,0,0,0.25,0,0,0
com.serotonin.mango.view.stats.StatisticsGenerator,StatisticsGenerator,low,low,low,low,1,2,0,1,3,2,3,2,0,0,2,0,0,0,0.25,0,0,0
com.serotonin.mango.web.dwr.CustomViewDwr,CustomViewDwr,low-medium,low,low,low,5,58,8,2,0,4,14,13,0,0,2,0,0,0,0.25,0,1,0
com.serotonin.mango.web.dwr.PointHierarchyDwr,PointHierarchyDwr,low,low,low,low,3,28,3,1,0,2,8,7,0,0,2,0,0,0,0.25,0,1,0
com.serotonin.mango.web.filter.LoggedInFilter,LoggedInFilter,low,low,low,low,1,2,0,1,1,2,24,2,1,0,2,0,0,0,0.25,0,0,0
com.serotonin.mango.web.integration.CrowdUtils,CrowdUtils,low,low,low-medium,low,1,8,2,1,0,7,73,18,0,1,0,4,0,0,0.25,0.667,0,0
com.serotonin.mango.web.mvc.form.ViewEditForm,ViewEditForm,low,low,low,low,1,2,0,1,0,2,11,4,1,0,2,0,0,0,0.25,0,0,0
com.serotonin.mango.util.ExportCodes,ExportCodes,low-medium,low,low-medium,low,0,15,5,1,0,25,56,46,1,0,11,0,0,0,0.273,0.378,0,0
com.serotonin.mango.util.DateUtils,DateUtils,low,low,low-medium,low,1,6,3,1,0,4,72,26,0,0,0,4,0,0,0.312,0,0,0
com.serotonin.mango.vo.report.ImageChartUtils,ImageChartUtils,low-medium,low,low-medium,low,5,51,22,1,0,19,87,77,0,2,0,5,0,0,0.32,1,3,0
br.org.scadabr.rt.dataSource.dnp3.Dnp3PointLocatorRT,Dnp3PointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,1,0
br.org.scadabr.rt.dataSource.opc.OPCPointLocatorRT,OPCPointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,1,0
com.serotonin.mango.db.MSSQLAccess,MSSQLAccess,low-medium,low,low,low,1,4,1,3,0,6,32,15,0,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.RTException,RTException,medium-high,low,low,low,0,4,0,4,0,4,10,8,0,1,4,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.DataSourceUtils,DataSourceUtils,low-medium,low-medium,low-medium,low,10,20,16,1,0,25,67,66,0,0,0,3,0,0,0.333,0,2,0
com.serotonin.mango.rt.dataSource.ebro.EBI25PointLocatorRT,EBI25PointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.galil.GalilRequest,GalilRequest,low,low,low,low,1,4,1,1,0,3,9,7,1,0,3,0,0,0,0.333,0.667,0,0
com.serotonin.mango.rt.dataSource.http.HttpImagePointLocatorRT,HttpImagePointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.http.HttpReceiverMulticaster,HttpReceiverMulticaster,low,low,low,low,2,11,8,1,0,8,18,16,1,0,3,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.http.HttpReceiverPointLocatorRT,HttpReceiverPointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.internal.InternalPointLocatorRT,InternalPointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.mbus.MBusPointLocatorRT,MBusPointLocatorRT,low-medium,low,low,low,1,3,0,2,0,3,34,7,1,0,3,0,0,0,0.333,0.667,0,0
com.serotonin.mango.rt.dataSource.openv4j.OpenV4JPointLocatorRT,OpenV4JPointLocatorRT,low-medium,low,low,low,1,5,2,2,0,3,13,8,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.persistent.PersistentPointLocatorRT,PersistentPointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.snmp.SnmpPointLocatorRT,SnmpPointLocatorRT,low-medium,low,low-medium,low,1,5,2,2,0,3,57,8,1,0,3,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.snmp.Version,Version,low,low,low,low,3,2,0,1,2,5,24,13,0,0,1,1,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.spinwave.SpinwavePointLocatorRT,SpinwavePointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.dataSource.sql.SqlPointLocatorRT,SqlPointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.virtual.AnalogAttractorChangeRT,AnalogAttractorChangeRT,low-medium,low-medium,low,low,8,13,9,2,0,10,28,25,1,0,2,0,0,0,0.333,0,2,0
com.serotonin.mango.rt.dataSource.virtual.BrownianChangeRT,BrownianChangeRT,low-medium,low,low,low,3,7,5,2,0,4,13,11,1,0,2,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.virtual.RandomAnalogChangeRT,RandomAnalogChangeRT,low-medium,low,low,low,3,5,3,2,0,2,8,6,1,0,2,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.virtual.RandomMultistateChangeRT,RandomMultistateChangeRT,low-medium,low,low,low,3,4,2,2,0,2,8,6,1,0,2,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.vmstat.VMStatPointLocatorRT,VMStatPointLocatorRT,low-medium,low,low,low,1,4,1,2,0,3,9,7,1,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.event.EventDetectorListener,EventDetectorListener,low,low,low,low,1,2,0,1,1,2,3,2,0,0,2,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.event.compound.AndOperator,AndOperator,low-medium,low,low,low,1,4,1,3,0,3,9,8,0,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.event.compound.OrOperator,OrOperator,low-medium,low,low,low,1,4,1,3,0,3,9,8,0,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.rt.event.detectors.AlphanumericStateDetectorRT,AlphanumericStateDetectorRT,medium-high,low,low,low,2,5,2,6,0,2,16,6,0,0,2,0,0,0,0.333,0,2,0
com.serotonin.mango.rt.event.detectors.BinaryStateDetectorRT,BinaryStateDetectorRT,medium-high,low,low,low,2,5,2,6,0,2,16,6,0,0,2,0,0,0,0.333,0,2,0
com.serotonin.mango.rt.event.detectors.MultistateStateDetectorRT,MultistateStateDetectorRT,medium-high,low,low,low,2,5,2,6,0,2,16,6,0,0,2,0,0,0,0.333,0,2,0
com.serotonin.mango.rt.event.detectors.TimeoutDetectorRT,TimeoutDetectorRT,low-medium,low,low,low,3,16,7,3,2,11,34,28,1,0,9,0,0,0,0.333,1,1,0
com.serotonin.mango.rt.maint.WorkItemMonitor,WorkItemMonitor,low,low,low,low,3,11,6,1,0,5,33,23,0,1,2,1,0,0,0.333,1,0,0
com.serotonin.mango.util.timeout.ModelTimeoutTask<T>,ModelTimeoutTask,low,low,low,low,2,4,1,1,0,3,15,7,2,0,3,0,0,0,0.333,1,0,0
com.serotonin.mango.util.timeout.TimeoutTask,TimeoutTask,low,low,low,low,1,4,1,1,0,3,13,7,1,0,3,0,0,0,0.333,1,0,0
com.serotonin.mango.vo.hierarchy.PointHierarchyEventDispatcher,PointHierarchyEventDispatcher,low,low,low,low,2,6,3,1,0,4,9,7,0,1,0,3,0,0,0.333,0,0,0
com.serotonin.mango.web.dwr.EmportDwr,EmportDwr,low-medium,medium-high,low-medium,low,16,69,19,2,0,18,99,47,0,13,2,0,0,0,0.333,1,3,0
com.serotonin.mango.web.dwr.EventHandlersDwr,EventHandlersDwr,medium-high,high,low-medium,low,29,132,48,2,0,20,163,98,1,0,3,0,0,0,0.333,1,4,0
com.serotonin.mango.web.dwr.MailingListsDwr,MailingListsDwr,low-medium,low,low-medium,low,4,31,10,2,0,5,60,20,0,0,3,0,0,0,0.333,0,0,0
com.serotonin.mango.web.dwr.PointLinksDwr,PointLinksDwr,medium-high,medium-high,low-medium,low,11,117,19,2,0,14,85,36,0,0,4,0,0,0,0.333,0,2,0
com.serotonin.mango.web.servlet.HttpDataSourceServlet,HttpDataSourceServlet,low,low,low-medium,low,4,10,7,1,0,11,98,26,1,6,3,0,0,0,0.333,0,0,0
com.serotonin.mango.web.taglib.ViewTagSupport,ViewTagSupport,low,low,low,low,4,25,3,1,3,4,13,11,0,1,2,0,0,0,0.333,0,1,0
com.serotonin.mango.rt.dataSource.ebro.EBI25Constants,EBI25Constants,low,low,low-medium,low,2,3,1,1,0,7,85,9,0,25,0,2,0,0,0.375,1,1,0
com.serotonin.mango.rt.dataSource.modbus.ModbusPointLocatorRT,ModbusPointLocatorRT,low-medium,low,low,low,1,7,2,2,0,4,11,9,1,0,4,0,0,0,0.375,0,1,0
com.serotonin.mango.rt.maint.MemoryCheck,MemoryCheck,low,low,low,low,1,8,5,1,0,4,13,10,0,1,2,2,0,0,0.375,1,0,0
com.serotonin.mango.rt.dataImage.PointValueFacade,PointValueFacade,low,low-medium,low,low,6,43,14,1,0,13,32,28,3,0,7,0,0,0,0.381,0,1,0
com.serotonin.mango.rt.maint.work.EmailWorkItem,EmailWorkItem,low,low,low-medium,low,3,23,10,1,0,11,51,35,2,0,2,3,0,0,0.4,1,0,0
com.serotonin.mango.rt.publish.pachube.PachubePublishQueue,PachubePublishQueue,low-medium,low,low,low,4,52,8,2,0,5,11,10,0,0,2,0,0,0,0.4,0,2,0
com.serotonin.mango.web.comparators.DataPointComparator,DataPointComparator,low-medium,low,low,low,1,8,6,2,0,13,39,32,1,5,2,0,0,0,0.4,0,1,0
com.serotonin.mango.web.comparators.EventInstanceComparator,EventInstanceComparator,low-medium,low,low,low,1,8,6,2,0,17,45,38,1,5,2,0,0,0,0.4,0,1,0
com.serotonin.mango.rt.dataSource.nmea.NmeaPointLocatorRT,NmeaPointLocatorRT,low-medium,low,low,low,1,11,5,2,0,6,15,13,1,0,6,0,0,0,0.417,0,1,0
com.serotonin.mango.util.ChangeComparable<T>,ChangeComparable,low,low,low,low,0,4,0,1,8,4,5,4,0,0,4,0,0,0,0.417,0,0,0
com.serotonin.mango.web.ContextWrapper,ContextWrapper,low,low-medium,low-medium,low,9,15,5,1,0,20,57,47,0,0,12,0,0,0,0.417,0,1,0
com.serotonin.mango.rt.dataSource.meta.WrapperContext,WrapperContext,low,low,low,low,1,12,5,1,0,10,27,25,1,0,10,0,0,0,0.433,0.917,0,0
com.serotonin.mango.view.chart.ChartRenderer,ChartRenderer,low,low,low,low,2,3,0,1,1,3,8,3,0,4,3,0,0,0,0.444,1,0,0
com.serotonin.mango.vo.report.ReportDataStreamHandler,ReportDataStreamHandler,low,low,low,low,2,3,0,1,2,3,4,3,0,0,3,0,0,0,0.444,0,0,0
com.serotonin.mango.web.dwr.DataPointDetailsDwr,DataPointDetailsDwr,low-medium,low-medium,low-medium,low,9,52,13,2,0,4,103,28,0,0,3,0,0,0,0.444,0,3,0
com.serotonin.mango.web.dwr.UsersDwr,UsersDwr,low-medium,medium-high,low-medium,low,12,55,21,2,0,8,121,50,0,0,3,0,0,0,0.444,0,2,0
com.serotonin.mango.db.BasePooledAccess,BasePooledAccess,low-medium,low,low-medium,low,0,22,16,2,2,15,62,57,0,0,8,0,0,0,0.458,0,0,0
com.serotonin.mango.web.dwr.ReportsDwr,ReportsDwr,low-medium,medium-high,low-medium,low,11,50,26,2,0,13,190,47,0,0,7,0,0,0,0.464,0,4,0
com.serotonin.mango.db.MySQLAccess,MySQLAccess,low-medium,low,low,low,2,12,4,3,0,9,49,32,0,0,5,0,0,0,0.467,0,0,0
com.serotonin.mango.view.stats.BinaryDataQuantizer,BinaryDataQuantizer,low-medium,low,low,low,3,3,0,2,0,3,10,8,1,0,3,0,0,0,0.467,0,0,0
com.serotonin.mango.view.stats.MultistateDataQuantizer,MultistateDataQuantizer,low-medium,low,low,low,2,3,0,2,0,3,10,8,1,0,3,0,0,0,0.467,0,0,0
com.serotonin.mango.view.stats.NumericDataQuantizer,NumericDataQuantizer,low-medium,low,low,low,3,4,1,2,0,3,12,10,1,0,3,0,0,0,0.467,0,0,0
com.serotonin.mango.db.upgrade.Upgrade1_0_1,Upgrade1_0_1,low-medium,low,low-medium,low,2,18,10,3,0,6,87,38,0,2,4,0,0,0,0.5,0,1,0
com.serotonin.mango.rt.dataSource.http.HttpMulticastListener,HttpMulticastListener,low,low,low,low,1,4,0,1,2,4,5,4,0,0,4,0,0,0,0.5,0,0,0
com.serotonin.mango.rt.event.SimpleEventDetector,SimpleEventDetector,low,low,low,low,1,11,5,1,2,8,15,13,1,0,6,0,0,0,0.5,0.5,0,0
com.serotonin.mango.rt.event.compound.LogicalOperator,LogicalOperator,low,low,low,low,1,6,1,1,4,6,10,9,0,0,6,0,0,0,0.5,0,0,0
com.serotonin.mango.rt.event.handlers.ProcessHandlerRT,ProcessHandlerRT,low-medium,low,low,low,3,12,4,2,0,5,13,12,0,0,4,0,0,0,0.5,0,1,0
com.serotonin.mango.rt.event.handlers.SetPointHandlerRT,SetPointHandlerRT,low-medium,medium-high,low-medium,low,15,42,24,2,0,22,86,72,0,0,6,0,0,0,0.5,0,5,0
com.serotonin.mango.vo.dataSource.virtual.AlternateBooleanChangeVO,AlternateBooleanChangeVO,low-medium,low,low,low,3,6,2,2,0,4,18,10,0,2,4,0,0,0,0.5,1,0,0
com.serotonin.mango.vo.dataSource.virtual.NoChangeVO,NoChangeVO,low-medium,low,low,low,3,6,2,2,0,4,18,10,0,2,4,0,0,0,0.5,1,0,0
com.serotonin.mango.vo.dataSource.virtual.RandomBooleanChangeVO,RandomBooleanChangeVO,low-medium,low,low,low,3,6,2,2,0,4,18,10,0,2,4,0,0,0,0.5,1,0,0
com.serotonin.mango.web.dwr.PublisherEditDwr,PublisherEditDwr,low-medium,low,low-medium,low,3,13,5,2,0,4,87,10,0,0,3,0,0,0,0.5,0,1,0
com.serotonin.mango.rt.dataImage.DataPointEventMulticaster,DataPointEventMulticaster,low-medium,low,low-medium,low,1,21,13,1,0,25,64,62,2,0,8,5,0,0,0.519,0.583,0,0
com.serotonin.mango.vo.hierarchy.PointHierarchy,PointHierarchy,low-medium,low,low-medium,low,1,24,16,1,0,21,61,51,1,0,9,2,0,0,0.523,0.222,1,0
com.serotonin.mango.rt.event.detectors.TimeDelayedEventDetectorRT,TimeDelayedEventDetectorRT,medium-high,low-medium,low,low,9,71,19,4,6,13,30,29,0,0,7,0,0,0,0.524,0,3,0
com.serotonin.mango.db.dao.MaintenanceEventDao,MaintenanceEventDao,low-medium,low,low-medium,low,3,70,32,2,0,13,100,64,0,1,10,0,0,0,0.525,0.893,1,0
com.serotonin.mango.db.dao.ScheduledEventDao,ScheduledEventDao,low-medium,low,low-medium,low,3,69,31,2,0,11,92,61,0,1,9,0,0,0,0.528,0.857,1,0
com.serotonin.mango.vo.mailingList.EmailRecipient,EmailRecipient,low,low,low,low,1,10,3,1,3,5,20,7,0,4,5,0,0,0,0.533,1,0,0
com.serotonin.mango.web.dwr.SystemSettingsDwr,SystemSettingsDwr,high,medium-high,low-medium,low,15,167,32,2,0,19,208,176,0,0,12,0,0,0,0.533,0,3,0
com.serotonin.mango.db.upgrade.DBUpgrade,DBUpgrade,low-medium,low,low-medium,low,5,25,19,2,38,16,51,48,0,1,5,1,0,0,0.542,0,0,0
com.serotonin.mango.rt.dataSource.galil.CommandPointTypeRT,CommandPointTypeRT,low-medium,low,low,low,3,6,1,2,0,5,15,14,0,0,5,0,0,0,0.55,0,0,0
com.serotonin.mango.rt.dataSource.galil.InputPointTypeRT,InputPointTypeRT,low-medium,low,low,low,4,27,9,2,0,7,24,22,1,0,5,0,0,0,0.55,0.5,1,0
com.serotonin.mango.rt.dataSource.galil.OutputPointTypeRT,OutputPointTypeRT,low-medium,low,low,low,3,22,5,2,0,7,22,20,1,0,5,0,0,0,0.55,0.5,2,0
com.serotonin.mango.rt.dataSource.galil.TellPositionPointTypeRT,TellPositionPointTypeRT,low-medium,low,low,low,3,29,11,2,0,6,22,20,1,0,5,0,0,0,0.55,0.5,1,0
com.serotonin.mango.rt.dataSource.galil.VariablePointTypeRT,VariablePointTypeRT,low-medium,low-medium,low,low,7,18,13,2,0,15,41,39,1,0,5,0,0,0,0.55,0.667,1,0
com.serotonin.mango.rt.dataSource.meta.BinaryPointWrapper,BinaryPointWrapper,low-medium,low-medium,low,low,6,13,8,3,0,7,20,19,0,0,5,0,0,0,0.55,0,2,0
com.serotonin.mango.rt.dataSource.meta.MultistatePointWrapper,MultistatePointWrapper,low-medium,low-medium,low,low,6,13,8,3,0,7,20,19,0,0,5,0,0,0,0.55,0,2,0
com.serotonin.mango.rt.event.compound.BinaryOperator,BinaryOperator,low-medium,low,low,low,1,9,4,2,2,5,22,19,2,0,5,0,0,0,0.55,0,0,0
com.serotonin.mango.rt.dataSource.internal.InternalDataSourceRT,InternalDataSourceRT,low-medium,low-medium,low,low,7,95,7,3,0,5,14,13,0,0,3,0,0,0,0.556,0,4,0
com.serotonin.mango.rt.dataSource.meta.DistinctPointWrapper,DistinctPointWrapper,low-medium,low,low,low,5,13,8,2,2,8,24,23,0,0,8,0,0,0,0.575,0,1,0
com.serotonin.mango.rt.dataSource.virtual.VirtualDataSourceRT,VirtualDataSourceRT,medium-high,low,low,low,5,102,12,3,0,6,21,20,0,0,4,0,0,0,0.583,0,4,0
com.serotonin.mango.vo.dataSource.spinwave.SpinwaveV1PointLocatorVO,SpinwaveV1PointLocatorVO,low-medium,low,low,low,1,9,5,3,0,12,49,24,0,2,4,2,0,0,0.583,1,0,0
com.serotonin.mango.vo.dataSource.spinwave.SpinwaveV2PointLocatorVO,SpinwaveV2PointLocatorVO,low-medium,low,low-medium,low,1,9,5,3,0,12,54,20,0,2,4,2,0,0,0.583,1,0,0
com.serotonin.mango.db.dao.DataSourceDao,DataSourceDao,low-medium,low,low-medium,low,4,55,15,2,0,13,100,86,0,1,11,0,0,0,0.6,0.917,2,0
com.serotonin.mango.db.dao.WatchListDao,WatchListDao,low-medium,low,low-medium,low,2,36,16,2,0,19,107,92,0,0,16,0,0,0,0.6,0,1,0
com.serotonin.mango.web.servlet.ReportEventExportServlet,ReportEventExportServlet,low-medium,low,low,low,0,0,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0
com.serotonin.mango.rt.dataSource.modbus.ModbusSerialDataSource,ModbusSerialDataSource,medium-high,low,low,low,2,11,9,4,0,3,29,20,1,0,2,0,1,0,0.25,0,1,2
com.serotonin.mango.rt.dataSource.snmp.Version2c,Version2c,low-medium,low,low,low,0,2,0,3,0,2,6,5,0,0,2,0,1,0,0.25,0,0,1.5
com.serotonin.mango.rt.event.detectors.NoChangeDetectorRT,NoChangeDetectorRT,medium-high,low,low,low,2,62,1,6,0,2,10,5,0,0,2,0,1,0,0.333,0,1,3
com.serotonin.mango.rt.event.detectors.NoUpdateDetectorRT,NoUpdateDetectorRT,medium-high,low,low,low,2,62,1,6,0,2,10,5,0,0,2,0,1,0,0.333,0,1,3
com.serotonin.mango.view.DynamicImage,DynamicImage,low-medium,low,low,low,0,3,0,2,0,3,10,8,1,0,3,0,1,0,0.444,1,0,0.667
com.serotonin.mango.view.ImageSet,ImageSet,low-medium,low,low,low,0,8,3,2,0,6,15,13,1,0,5,0,1,0,0.467,0.5,0,0.4
com.serotonin.mango.rt.publish.SendThread,SendThread,low-medium,low,low,low,0,13,6,2,3,11,30,27,1,0,8,0,1,0,0.583,0.9,0,0.25
com.serotonin.mango.db.DerbyAccess,DerbyAccess,low-medium,low,low-medium,low,3,17,10,2,0,19,133,66,0,4,8,0,1,0,0.594,1,0,0.25
